fecha,producto,categoria,cantidad,precio_unitario,total,cliente_id,region,vendedor
2024-05-14,Impresora Epson,Impresoras,3,1672.06,5016.18,CLI-77015,Lima Este,Celia Baños-Arroyo
2024-03-15,Teclado Logitech,Periféricos,3,410.83,1232.49,CLI-70217,Chiclayo,Rolando del Bernal
2025-05-20,Impresora HP,Impresoras,1,1164.97,1164.97,CLI-15207,Arequipa,Jacobo del Agudo
2024-02-28,Teclado Razer,Periféricos,6,461.51,2769.06,CLI-69848,Lima Este,Ileana Antón-Andrés
2024-03-26,Impresora HP,Impresoras,10,1363.34,13633.4,CLI-85866,Lima Este,Ileana Antón-Andrés
2024-09-01,Laptop Lenovo,Laptops,7,6249.31,43745.17,CLI-87748,Lima Centro,Ileana Antón-Andrés
2025-10-03,Teclado Logitech,Periféricos,6,199.78,1198.68,CLI-71286,Lima Norte,Ani Marcos Pardo
2024-08-06,Laptop HP,Laptops,8,7908.73,63269.84,CLI-95910,Lima Norte,Javi Patiño-Cánovas
2025-03-25,RAM Corsair,Componentes,6,152.76,916.56,CLI-83215,Chiclayo,Soraya Núñez Lamas
2024-10-12,Mouse Razer,Periféricos,10,202.36,2023.6,CLI-62363,Lima Este,Ani Marcos Pardo
2024-09-09,SSD Kingston,Almacenamiento,7,502.74,3519.18,CLI-64342,Lima Centro,Ileana Antón-Andrés
2025-04-02,Teclado Razer,Periféricos,9,473.75,4263.75,CLI-52644,Trujillo,Ileana Antón-Andrés
2024-02-03,Mouse Logitech,Periféricos,9,119.87,1078.83,CLI-57054,Arequipa,Jacobo del Agudo
2024-03-25,Monitor ASUS,Monitores,6,1790.59,10743.54,CLI-54124,Lima Sur,Paco Rocamora Nieto
2024-06-09,Teclado Logitech,Periféricos,1,397.0,397.0,CLI-90259,Lima Sur,Ani Marcos Pardo
2024-01-23,Mouse Razer,Periféricos,2,195.46,390.92,CLI-37285,Trujillo,César Guerrero Vazquez
2024-10-06,Monitor Samsung,Monitores,1,1814.31,1814.31,CLI-75258,Arequipa,Pánfilo Segovia Casanovas
2024-12-16,Monitor Samsung,Monitores,4,2461.46,9845.84,CLI-66215,Lima Este,Celia Baños-Arroyo
2025-11-06,Auriculares Bose,Periféricos,10,212.76,2127.6,CLI-53932,Lima Norte,Arturo Pinto Caballero
2024-10-29,Laptop Lenovo,Laptops,8,3805.43,30443.44,CLI-28659,Lima Centro,Casemiro Garrido-Navarro
2025-02-22,Mouse Logitech,Periféricos,3,154.95,464.85,CLI-73814,Chiclayo,Toribio de Pinto
2024-04-10,Laptop Dell,Laptops,4,7359.36,29437.44,CLI-98923,Lima Centro,Paco Rocamora Nieto
2024-03-20,Impresora Epson,Impresoras,2,623.88,1247.76,CLI-20509,Piura,Ileana Antón-Andrés
2024-01-29,Impresora HP,Impresoras,10,1446.15,14461.5,CLI-84737,Lima Este,Ani Marcos Pardo
2023-12-23,Mouse Razer,Periféricos,8,235.43,1883.44,CLI-51963,Lima Centro,César Guerrero Vazquez
2024-05-03,Laptop Lenovo,Laptops,3,4926.8,14780.4,CLI-51572,Cusco,Casemiro Garrido-Navarro
2025-10-23,RAM Corsair,Componentes,4,181.65,726.6,CLI-50083,Lima Este,Casemiro Garrido-Navarro
2025-10-06,Monitor Samsung,Monitores,1,2493.73,2493.73,CLI-76043,Cusco,Jacobo del Agudo
2024-06-05,Teclado Razer,Periféricos,1,426.56,426.56,CLI-53821,Arequipa,Albano Llopis Hierro
2024-11-14,Laptop HP,Laptops,4,6977.21,27908.84,CLI-79802,Lima Sur,Felicidad Gallego Lasa
2024-12-14,Laptop HP,Laptops,4,6377.41,25509.64,CLI-49038,Chiclayo,Ani Marcos Pardo
2025-03-06,Laptop Lenovo,Laptops,1,7547.32,7547.32,CLI-26906,Lima Sur,Felicidad Gallego Lasa
2025-09-10,Monitor LG,Monitores,5,928.86,4644.3,CLI-43138,Lima Norte,Marco Donoso Hierro
2024-09-13,Laptop Lenovo,Laptops,8,2750.48,22003.84,CLI-77868,Arequipa,Rolando del Bernal
2024-03-18,Laptop Lenovo,Laptops,7,5989.24,41924.68,CLI-71680,Chiclayo,Toribio de Pinto
2024-12-29,Teclado Logitech,Periféricos,3,403.8,1211.4,CLI-46903,Piura,Albano Llopis Hierro
2024-11-28,Teclado Logitech,Periféricos,3,485.06,1455.18,CLI-46713,Lima Este,Soraya Núñez Lamas
2024-06-18,RAM Corsair,Componentes,5,245.87,1229.35,CLI-36860,Arequipa,Soraya Núñez Lamas
2024-04-08,Monitor LG,Monitores,2,873.76,1747.52,CLI-57346,Lima Sur,Buenaventura de Bonet
2025-01-27,Laptop HP,Laptops,5,7139.01,35695.05,CLI-10254,Lima Sur,Albano Llopis Hierro
2025-01-26,Mouse Razer,Periféricos,2,99.82,199.64,CLI-40724,Trujillo,Ani Marcos Pardo
2025-03-25,Auriculares Sony,Periféricos,8,942.59,7540.72,CLI-27453,Lima Norte,Javi Patiño-Cánovas
2024-09-17,Monitor LG,Monitores,3,1954.33,5862.99,CLI-88223,Trujillo,Rolando del Bernal
2025-01-11,SSD Kingston,Almacenamiento,3,594.16,1782.48,CLI-74110,Cusco,Ileana Antón-Andrés
2025-11-19,Impresora HP,Impresoras,10,1825.96,18259.6,CLI-83308,Chiclayo,Javi Patiño-Cánovas
2025-04-16,Impresora Epson,Impresoras,8,1185.77,9486.16,CLI-72406,Piura,Ani Marcos Pardo
2025-02-17,Laptop Lenovo,Laptops,4,5250.56,21002.24,CLI-70911,Lima Sur,Alba Mar Flor Rivas
2025-10-08,Teclado Logitech,Periféricos,10,314.82,3148.2,CLI-79865,Lima Este,Constanza del Barba
2024-06-01,SSD Kingston,Almacenamiento,3,225.03,675.09,CLI-76411,Piura,Casemiro Garrido-Navarro
2024-04-07,Laptop Dell,Laptops,5,4486.85,22434.25,CLI-86929,Arequipa,Pánfilo Segovia Casanovas
2024-04-27,Auriculares Sony,Periféricos,9,732.86,6595.74,CLI-76821,Lima Sur,Toribio de Pinto
2025-11-25,Teclado Razer,Periféricos,5,145.39,726.95,CLI-82813,Lima Norte,Javi Patiño-Cánovas
2024-02-12,Webcam Logitech,Periféricos,5,477.56,2387.8,CLI-15249,Lima Este,César Guerrero Vazquez
2024-05-25,Auriculares Bose,Periféricos,8,1246.32,9970.56,CLI-76846,Trujillo,Constanza del Barba
2024-03-29,Teclado Logitech,Periféricos,10,142.42,1424.2,CLI-80691,Trujillo,Casemiro Garrido-Navarro
2025-02-12,Webcam Logitech,Periféricos,3,164.84,494.52,CLI-46559,Arequipa,Constanza del Barba
2025-08-09,Teclado Logitech,Periféricos,4,333.41,1333.64,CLI-68727,Lima Sur,Jerónimo Pino Lerma
2025-04-21,Auriculares Sony,Periféricos,5,240.43,1202.15,CLI-63815,Lima Este,Felicidad Gallego Lasa
2025-07-18,Auriculares Sony,Periféricos,7,1365.33,9557.31,CLI-11105,Lima Centro,Buenaventura de Bonet
2025-11-07,SSD Kingston,Almacenamiento,2,660.64,1321.28,CLI-35849,Piura,Marco Donoso Hierro
2025-03-06,Mouse Logitech,Periféricos,3,63.79,191.37,CLI-55398,Trujillo,Ani Marcos Pardo
2024-06-16,Auriculares Sony,Periféricos,4,1075.9,4303.6,CLI-44993,Arequipa,Buenaventura de Bonet
2025-08-30,SSD Kingston,Almacenamiento,9,624.92,5624.28,CLI-98805,Cusco,Toribio de Pinto
2025-01-05,SSD Kingston,Almacenamiento,9,724.72,6522.48,CLI-80522,Lima Centro,Alba Mar Flor Rivas
2024-12-15,Monitor Samsung,Monitores,1,2058.45,2058.45,CLI-69707,Lima Centro,Albano Llopis Hierro
2025-08-31,Mouse Logitech,Periféricos,1,242.26,242.26,CLI-91074,Arequipa,Javi Patiño-Cánovas
2024-01-12,Laptop Lenovo,Laptops,2,6802.6,13605.2,CLI-48672,Cusco,César Guerrero Vazquez
2025-11-13,SSD Kingston,Almacenamiento,6,601.2,3607.2,CLI-80440,Lima Norte,Arturo Pinto Caballero
2024-04-25,Monitor Samsung,Monitores,1,2419.36,2419.36,CLI-50714,Chiclayo,Rolando del Bernal
2025-04-21,SSD Samsung,Almacenamiento,8,249.09,1992.72,CLI-64845,Arequipa,Arturo Pinto Caballero
2025-04-26,Monitor LG,Monitores,7,1014.34,7100.38,CLI-48318,Arequipa,Javi Patiño-Cánovas
2024-04-07,Laptop Dell,Laptops,5,5596.23,27981.15,CLI-64319,Piura,Ileana Antón-Andrés
2025-02-07,Monitor Samsung,Monitores,1,2465.43,2465.43,CLI-75808,Piura,Toribio de Pinto
2025-03-09,Laptop HP,Laptops,4,3832.03,15328.12,CLI-52768,Piura,Buenaventura de Bonet
2024-01-30,Mouse Razer,Periféricos,5,106.03,530.15,CLI-13820,Piura,Casemiro Garrido-Navarro
2024-02-16,Monitor LG,Monitores,5,2228.18,11140.9,CLI-96429,Cusco,Felicidad Gallego Lasa
2024-09-06,RAM Corsair,Componentes,5,420.32,2101.6,CLI-99039,Lima Norte,Paco Rocamora Nieto
2025-10-14,Laptop Dell,Laptops,5,6889.52,34447.6,CLI-39829,Chiclayo,César Guerrero Vazquez
2024-10-30,SSD Kingston,Almacenamiento,8,574.6,4596.8,CLI-75563,Lima Centro,Arturo Pinto Caballero
2023-12-26,Webcam Logitech,Periféricos,10,222.38,2223.8,CLI-71225,Lima Norte,Soraya Núñez Lamas
2025-12-04,Impresora HP,Impresoras,2,568.45,1136.9,CLI-99140,Lima Este,Buenaventura de Bonet
2025-11-07,Laptop Lenovo,Laptops,9,4843.03,43587.27,CLI-47802,Lima Este,Alba Mar Flor Rivas
2025-06-03,Teclado Razer,Periféricos,2,425.63,851.26,CLI-56828,Cusco,Ani Marcos Pardo
2025-07-26,Monitor Samsung,Monitores,9,2138.14,19243.26,CLI-31764,Piura,Ani Marcos Pardo
2025-07-14,Laptop Lenovo,Laptops,8,2812.78,22502.24,CLI-42208,Arequipa,Casemiro Garrido-Navarro
2024-07-30,SSD Kingston,Almacenamiento,5,318.69,1593.45,CLI-30258,Trujillo,Celia Baños-Arroyo
2025-10-29,RAM Corsair,Componentes,5,162.75,813.75,CLI-53332,Lima Este,Celia Baños-Arroyo
2024-11-24,Monitor LG,Monitores,6,955.4,5732.4,CLI-95118,Lima Centro,Paco Rocamora Nieto
2025-05-28,Monitor Samsung,Monitores,2,2196.75,4393.5,CLI-43794,Lima Sur,Ileana Antón-Andrés
2025-06-01,Monitor Samsung,Monitores,10,2221.14,22211.4,CLI-13541,Lima Centro,Albano Llopis Hierro
2025-11-17,Webcam Logitech,Periféricos,1,369.96,369.96,CLI-42485,Cusco,Jerónimo Pino Lerma
2025-11-30,Teclado Logitech,Periféricos,1,413.62,413.62,CLI-57248,Lima Centro,Jacobo del Agudo
2025-09-07,Laptop Lenovo,Laptops,5,3956.28,19781.4,CLI-94768,Cusco,Toribio de Pinto
2024-03-20,Teclado Razer,Periféricos,6,426.52,2559.12,CLI-83470,Arequipa,Alba Mar Flor Rivas
2025-03-01,Auriculares Sony,Periféricos,7,355.89,2491.23,CLI-63655,Lima Sur,Pánfilo Segovia Casanovas
2025-10-21,Mouse Razer,Periféricos,5,233.64,1168.2,CLI-64144,Lima Sur,Marco Donoso Hierro
2024-08-24,Mouse Logitech,Periféricos,6,128.65,771.9,CLI-67486,Trujillo,Marco Donoso Hierro
2025-04-20,Monitor LG,Monitores,7,1700.95,11906.65,CLI-94037,Trujillo,Buenaventura de Bonet
2024-12-02,Impresora Epson,Impresoras,2,831.54,1663.08,CLI-90221,Arequipa,Buenaventura de Bonet
2025-10-23,Monitor ASUS,Monitores,4,1027.06,4108.24,CLI-55526,Chiclayo,Ani Marcos Pardo
2025-11-05,Teclado Razer,Periféricos,6,304.47,1826.82,CLI-37034,Trujillo,Jacobo del Agudo
2025-09-30,Impresora HP,Impresoras,9,448.42,4035.78,CLI-13672,Piura,
2025-01-11,Laptop Dell,Laptops,8,6438.39,51507.12,CLI-76647,Lima Sur,Jerónimo Pino Lerma
2024-05-14,SSD Kingston,Almacenamiento,4,416.43,1665.72,CLI-48625,Lima Centro,Ani Marcos Pardo
2025-07-07,Monitor ASUS,Monitores,5,1996.37,9981.85,CLI-72044,Piura,Javi Patiño-Cánovas
2025-09-01,RAM Corsair,Componentes,5,278.37,1391.85,CLI-45844,Cusco,Arturo Pinto Caballero
2024-02-07,Teclado Razer,Periféricos,1,222.45,222.45,CLI-47003,Lima Norte,Buenaventura de Bonet
2023-12-25,SSD Samsung,Almacenamiento,1,431.92,431.92,CLI-79739,Chiclayo,Alba Mar Flor Rivas
2025-10-02,Webcam Logitech,Periféricos,5,395.85,1979.25,CLI-26502,Piura,Ani Marcos Pardo
2024-05-22,Auriculares Bose,Periféricos,4,845.89,3383.56,CLI-87816,Lima Este,Marco Donoso Hierro
2025-05-14,Auriculares Bose,Periféricos,5,1049.19,5245.95,CLI-59786,Lima Norte,Jerónimo Pino Lerma
2025-04-07,Monitor Samsung,Monitores,3,1006.18,3018.54,CLI-43313,Lima Norte,Toribio de Pinto
2025-05-04,Monitor ASUS,Monitores,6,1230.58,7383.48,CLI-56429,Lima Este,Constanza del Barba
2024-05-31,SSD Samsung,Almacenamiento,1,255.55,255.55,CLI-66903,Lima Norte,Jerónimo Pino Lerma
2024-02-28,Teclado Razer,Periféricos,3,436.96,1310.88,CLI-43144,Piura,Albano Llopis Hierro
2025-04-30,SSD Kingston,Almacenamiento,10,285.99,2859.9,CLI-27835,Trujillo,César Guerrero Vazquez
2024-11-06,RAM Corsair,Componentes,5,240.58,1202.9,CLI-99867,Cusco,Buenaventura de Bonet
2024-08-16,Teclado Logitech,Periféricos,3,248.69,746.07,CLI-95076,Lima Este,Jerónimo Pino Lerma
2024-11-16,Mouse Razer,Periféricos,4,218.5,874.0,CLI-88313,Chiclayo,Felicidad Gallego Lasa
2024-09-23,Mouse Logitech,Periféricos,5,284.46,1422.3,CLI-70283,Chiclayo,Jerónimo Pino Lerma
2024-02-03,Auriculares Bose,Periféricos,3,1091.38,3274.14,CLI-41823,Cusco,Ileana Antón-Andrés
2025-05-16,RAM Corsair,Componentes,10,559.65,5596.5,CLI-84699,Cusco,Arturo Pinto Caballero
2024-07-29,Auriculares Sony,Periféricos,5,985.85,4929.25,CLI-56444,Trujillo,Toribio de Pinto
2025-06-29,Impresora HP,Impresoras,2,677.28,1354.56,CLI-35302,Lima Sur,Javi Patiño-Cánovas
2025-10-02,Mouse Razer,Periféricos,3,159.86,479.58,CLI-23955,Chiclayo,Casemiro Garrido-Navarro
2025-01-04,Monitor LG,Monitores,3,2384.02,7152.06,CLI-46681,Lima Norte,Jacobo del Agudo
2025-01-29,Teclado Logitech,Periféricos,10,486.0,4860.0,CLI-61660,Lima Centro,Javi Patiño-Cánovas
2024-08-10,Webcam Logitech,Periféricos,2,357.75,715.5,CLI-45471,Lima Norte,Arturo Pinto Caballero
2024-03-03,Laptop Dell,Laptops,5,6506.21,32531.05,CLI-61044,Trujillo,Ani Marcos Pardo
2025-03-28,Monitor Samsung,Monitores,2,1077.73,2155.46,CLI-59515,Lima Este,Felicidad Gallego Lasa
2025-03-12,Laptop Lenovo,Laptops,2,7806.53,15613.06,CLI-55903,Lima Norte,Alba Mar Flor Rivas
2025-07-22,Monitor LG,Monitores,9,2021.38,18192.42,CLI-31225,Lima Norte,Javi Patiño-Cánovas
2025-03-16,Mouse Razer,Periféricos,6,196.92,1181.52,CLI-32243,Chiclayo,Alba Mar Flor Rivas
2024-03-13,SSD Kingston,Almacenamiento,7,494.22,3459.54,CLI-45770,Lima Centro,Paco Rocamora Nieto
2025-05-07,Teclado Logitech,Periféricos,6,379.68,2278.08,CLI-38445,Lima Este,Toribio de Pinto
2025-03-15,Teclado Logitech,Periféricos,3,386.18,1158.54,CLI-78161,Lima Este,Constanza del Barba
2024-11-01,SSD Samsung,Almacenamiento,10,312.26,3122.6,CLI-55182,Lima Sur,Buenaventura de Bonet
2024-04-13,Laptop HP,Laptops,3,4586.45,13759.35,CLI-74188,Piura,Jacobo del Agudo
2025-05-06,Laptop Lenovo,Laptops,5,3565.41,17827.05,CLI-92317,Arequipa,Felicidad Gallego Lasa
2025-10-13,Webcam Logitech,Periféricos,10,449.92,4499.2,CLI-60155,Trujillo,Paco Rocamora Nieto
2024-01-01,RAM Corsair,Componentes,2,312.54,625.08,CLI-56723,Piura,Casemiro Garrido-Navarro
2024-03-28,Monitor Samsung,Monitores,1,1405.36,1405.36,CLI-10563,Chiclayo,Jerónimo Pino Lerma
2025-01-30,Impresora Epson,Impresoras,4,504.79,2019.16,CLI-69398,Lima Este,Albano Llopis Hierro
2025-02-08,Auriculares Bose,Periféricos,1,819.2,819.2,CLI-37471,Lima Este,Toribio de Pinto
2024-01-19,SSD Kingston,Almacenamiento,4,263.27,1053.08,CLI-27062,Piura,Paco Rocamora Nieto
2025-07-06,Mouse Logitech,Periféricos,2,235.52,471.04,CLI-77789,Trujillo,Buenaventura de Bonet
2025-06-28,Monitor ASUS,Monitores,8,1938.73,15509.84,,Lima Norte,Felicidad Gallego Lasa
2023-12-14,Monitor LG,Monitores,7,1724.99,12074.93,CLI-12429,Lima Norte,Constanza del Barba
2024-03-16,Laptop Dell,Laptops,8,3329.09,26632.72,CLI-13606,Chiclayo,Javi Patiño-Cánovas
2025-08-23,Laptop Lenovo,Laptops,3,7690.72,23072.16,CLI-25890,Chiclayo,Jerónimo Pino Lerma
2025-09-07,Mouse Logitech,Periféricos,6,95.0,570.0,CLI-88146,Trujillo,Jerónimo Pino Lerma
2025-09-26,SSD Samsung,Almacenamiento,1,278.84,278.84,CLI-37486,Lima Sur,Pánfilo Segovia Casanovas
2024-10-20,Impresora HP,Impresoras,8,1913.72,15309.76,CLI-25071,Piura,Ani Marcos Pardo
2025-05-17,SSD Kingston,Almacenamiento,10,217.73,2177.3,CLI-31934,Lima Este,Albano Llopis Hierro
2025-07-11,Impresora Epson,Impresoras,9,1261.49,11353.41,CLI-66878,Lima Norte,Constanza del Barba
2024-12-07,Mouse Razer,Periféricos,2,166.21,332.42,CLI-11544,Lima Centro,Arturo Pinto Caballero
2025-10-14,Monitor Samsung,Monitores,4,2385.68,9542.72,CLI-16170,Piura,Felicidad Gallego Lasa
2025-10-31,Impresora Epson,Impresoras,7,1189.8,8328.6,CLI-55816,Chiclayo,Javi Patiño-Cánovas
2025-03-25,Auriculares Sony,Periféricos,6,1087.6,6525.6,CLI-54313,Lima Norte,Jerónimo Pino Lerma
2024-11-27,Auriculares Sony,Periféricos,10,1178.97,11789.7,CLI-49801,Trujillo,Buenaventura de Bonet
2024-12-20,Mouse Razer,Periféricos,10,257.21,2572.1,CLI-67375,Lima Centro,Casemiro Garrido-Navarro
2024-02-07,Webcam Logitech,Periféricos,7,429.91,3009.37,CLI-98756,Cusco,Alba Mar Flor Rivas
2024-07-29,SSD Kingston,Almacenamiento,3,501.02,1503.06,CLI-54448,Lima Sur,Marco Donoso Hierro
2025-03-23,Monitor Samsung,Monitores,5,2104.19,10520.95,CLI-27607,Lima Norte,Soraya Núñez Lamas
2024-11-17,Teclado Razer,Periféricos,9,208.16,1873.44,CLI-96786,Trujillo,Buenaventura de Bonet
2025-07-09,Mouse Logitech,Periféricos,7,86.56,605.92,CLI-73831,CUSCO,Arturo Pinto Caballero
2025-09-08,Teclado Logitech,Periféricos,5,341.91,1709.55,CLI-36370,Arequipa,César Guerrero Vazquez
2025-08-19,SSD Samsung,Almacenamiento,7,469.48,3286.36,CLI-14392,Piura,Marco Donoso Hierro
2025-04-11,Impresora Epson,Impresoras,7,1301.82,9112.74,CLI-57173,Chiclayo,Pánfilo Segovia Casanovas
2025-10-16,SSD Kingston,Almacenamiento,5,572.36,2861.8,CLI-21277,Lima Norte,Celia Baños-Arroyo
2024-12-20,SSD Samsung,Almacenamiento,8,584.66,4677.28,CLI-66202,Arequipa,Ileana Antón-Andrés
2025-03-21,Impresora HP,Impresoras,8,1399.7,11197.6,CLI-95605,Piura,Marco Donoso Hierro
2024-04-08,Auriculares Sony,Periféricos,4,790.87,3163.48,CLI-16866,Lima Sur,Jacobo del Agudo
2024-03-22,Mouse Logitech,Periféricos,10,103.19,1031.9,CLI-24354,Cusco,Arturo Pinto Caballero
2025-10-18,Auriculares Bose,Periféricos,10,878.0,8780.0,CLI-29296,Arequipa,Casemiro Garrido-Navarro
2024-07-28,SSD Kingston,Almacenamiento,9,208.75,1878.75,CLI-67723,Lima Norte,Soraya Núñez Lamas
2023-12-16,Laptop Dell,Laptops,-8,5955.46,47643.68,CLI-36333,Cusco,Ani Marcos Pardo
2024-11-27,Laptop Lenovo,Laptops,9,7109.02,63981.18,CLI-58925,Cusco,Jerónimo Pino Lerma
2024-12-11,Monitor ASUS,Monitores,7,2329.89,16309.23,CLI-87265,Lima Centro,Buenaventura de Bonet
2025-09-22,Teclado Razer,Periféricos,3,287.85,863.55,CLI-37307,Trujillo,Javi Patiño-Cánovas
2024-10-07,Monitor Samsung,Monitores,3,1419.15,4257.45,CLI-73408,Lima Centro,Ileana Antón-Andrés
2025-06-26,Monitor LG,Monitores,4,808.26,3233.04,CLI-82426,Trujillo,Toribio de Pinto
2025-05-31,Impresora HP,Impresoras,10,958.28,9582.8,CLI-86936,Lima Sur,Ani Marcos Pardo
2024-12-30,Teclado Razer,Periféricos,3,382.26,1146.78,CLI-33806,Trujillo,Celia Baños-Arroyo
2025-12-01,Webcam Logitech,Periféricos,1,153.11,153.11,CLI-80733,Lima Norte,Pánfilo Segovia Casanovas
2024-03-31,RAM Corsair,Componentes,9,245.79,2212.11,CLI-95637,Lima Norte,Paco Rocamora Nieto
2024-01-29,Laptop HP,Laptops,4,7460.31,29841.24,CLI-45214,Lima Sur,Casemiro Garrido-Navarro
2024-05-30,Webcam Logitech,Periféricos,6,444.41,2666.46,CLI-26385,Chiclayo,Pánfilo Segovia Casanovas
2025-05-01,SSD Samsung,Almacenamiento,9,360.18,3241.62,CLI-99083,Piura,Toribio de Pinto
2024-05-05,Laptop HP,Laptops,8,6906.97,55255.76,CLI-65861,Lima Norte,Albano Llopis Hierro
2025-02-05,RAM Corsair,Componentes,5,572.39,2861.95,CLI-23017,Arequipa,Casemiro Garrido-Navarro
2024-04-01,Teclado Razer,Periféricos,8,112.55,900.4,CLI-16669,Arequipa,Jerónimo Pino Lerma
2024-08-30,Laptop Lenovo,Laptops,8,7955.08,63640.64,,Lima Este,Celia Baños-Arroyo
2025-08-30,Impresora Epson,Impresoras,8,531.92,4255.36,CLI-93483,Cusco,Casemiro Garrido-Navarro
2024-07-01,Impresora HP,Impresoras,8,1098.66,8789.28,CLI-20398,Trujillo,Javi Patiño-Cánovas
2024-06-23,RAM Corsair,Componentes,5,524.6,2623.0,CLI-52602,Arequipa,Ani Marcos Pardo
2024-04-15,Impresora HP,Impresoras,7,1086.53,7605.71,CLI-78619,Lima Centro,Soraya Núñez Lamas
2025-01-19,Impresora Epson,Impresoras,8,892.17,7137.36,CLI-45920,Lima Centro,Javi Patiño-Cánovas
2024-07-21,Impresora HP,Impresoras,6,1811.81,10870.86,CLI-92282,Lima Sur,Arturo Pinto Caballero
2025-03-26,Monitor Samsung,Monitores,10,1655.29,16552.9,CLI-71620,Lima Centro,Rolando del Bernal
2024-06-26,Teclado Logitech,Periféricos,5,374.42,1872.1,CLI-32547,Lima Sur,Jacobo del Agudo
2024-11-24,Monitor LG,Monitores,4,2013.39,8053.56,CLI-85529,Chiclayo,Jacobo del Agudo
2024-04-02,Monitor Samsung,Monitores,6,1757.42,10544.52,CLI-13120,Lima Norte,Toribio de Pinto
2025-02-10,Monitor Samsung,Monitores,4,2263.98,9055.92,CLI-28168,Lima Norte,Soraya Núñez Lamas
2024-01-30,Mouse Logitech,Periféricos,9,114.64,1031.76,CLI-56020,Cusco,Toribio de Pinto
2025-09-22,RAM Corsair,Componentes,2,313.52,627.04,CLI-97392,Arequipa,César Guerrero Vazquez
2025-11-01,SSD Kingston,Almacenamiento,7,434.35,3040.45,CLI-48889,Trujillo,Rolando del Bernal
2025-08-07,Impresora Epson,Impresoras,10,1740.52,17405.2,CLI-85593,Lima Sur,César Guerrero Vazquez
2024-04-18,Webcam Logitech,Periféricos,5,316.76,1583.8,CLI-95577,Cusco,Javi Patiño-Cánovas
2025-03-19,SSD Kingston,Almacenamiento,7,759.33,5315.31,CLI-72106,Cusco,Celia Baños-Arroyo
2025-03-26,Webcam Logitech,Periféricos,5,366.3,1831.5,CLI-61648,Lima Norte,Marco Donoso Hierro
2025-10-18,Auriculares Bose,Periféricos,3,210.95,632.85,CLI-97977,Trujillo,Alba Mar Flor Rivas
2025-08-08,SSD Samsung,Almacenamiento,5,397.72,1988.6,CLI-52028,Lima Centro,Ileana Antón-Andrés
2025-05-13,RAM Corsair,Componentes,6,177.91,1067.46,CLI-85133,Chiclayo,Felicidad Gallego Lasa
2024-04-29,RAM Corsair,Componentes,9,210.46,1894.14,CLI-83179,Chiclayo,Javi Patiño-Cánovas
2025-05-07,Monitor LG,Monitores,8,1413.01,11304.08,CLI-46159,Lima Centro,Jacobo del Agudo
2023-12-18,Laptop HP,Laptops,7,2923.53,20464.71,CLI-82615,Trujillo,Buenaventura de Bonet
2025-06-09,SSD Samsung,Almacenamiento,10,302.1,3021.0,CLI-80282,Piura,Casemiro Garrido-Navarro
2024-02-01,Impresora HP,Impresoras,7,1656.2,11593.4,CLI-46127,Lima Norte,Buenaventura de Bonet
2025-07-02,Webcam Logitech,Periféricos,8,212.86,1702.88,CLI-64379,Cusco,Paco Rocamora Nieto
2025-03-01,Laptop Dell,Laptops,4,3392.25,13569.0,CLI-21497,Arequipa,
2025-08-04,Laptop Dell,Laptops,4,2989.29,11957.16,CLI-34892,Lima Este,Casemiro Garrido-Navarro
2025-04-21,Laptop HP,Laptops,2,3096.72,6193.44,CLI-24685,Chiclayo,Arturo Pinto Caballero
2025-05-17,Laptop HP,Laptops,7,4445.03,31115.21,CLI-75767,Chiclayo,Pánfilo Segovia Casanovas
2024-06-12,Auriculares Sony,Periféricos,9,847.6,7628.4,CLI-58697,Lima Centro,Soraya Núñez Lamas
2025-11-21,Auriculares Bose,Periféricos,3,940.37,2821.11,CLI-23676,Trujillo,Ileana Antón-Andrés
2025-07-28,Mouse Logitech,Periféricos,4,153.02,612.08,CLI-69960,Arequipa,Ani Marcos Pardo
2024-06-08,SSD Kingston,Almacenamiento,9,326.67,2940.03,CLI-19549,Piura,Jerónimo Pino Lerma
2024-04-23,Impresora Epson,Impresoras,4,1440.27,5761.08,CLI-69805,Lima Sur,Casemiro Garrido-Navarro
2024-03-29,Auriculares Sony,Periféricos,6,1459.54,8757.24,CLI-65602,Cusco,Casemiro Garrido-Navarro
2025-01-13,Teclado Logitech,Periféricos,9,384.82,3463.38,CLI-85388,Trujillo,Marco Donoso Hierro
2025-10-17,SSD Samsung,Almacenamiento,5,240.98,1204.9,CLI-95632,Chiclayo,Alba Mar Flor Rivas
2025-08-19,Auriculares Sony,Periféricos,7,1375.15,9626.05,CLI-26078,Lima Sur,Rolando del Bernal
2025-08-25,Monitor LG,Monitores,5,2263.21,11316.05,CLI-89004,Arequipa,Javi Patiño-Cánovas
2024-11-07,SSD Samsung,Almacenamiento,3,555.15,1665.45,CLI-61555,Chiclayo,Soraya Núñez Lamas
2025-05-13,Monitor LG,Monitores,7,1692.86,11850.02,CLI-57433,Lima Sur,Javi Patiño-Cánovas
2025-01-10,SSD Kingston,Almacenamiento,4,460.46,1841.84,CLI-84001,Lima Norte,Ileana Antón-Andrés
2025-02-14,Laptop HP,Laptops,3,6102.38,18307.14,CLI-74808,Lima Sur,Constanza del Barba
2025-08-28,Laptop Dell,Laptops,10,4220.44,42204.4,CLI-98617,Lima Centro,Albano Llopis Hierro
